,tau,kappa,beta,sigma,delta_t,avg_reward
1331,25.0,1.0,0.0075,2.875,2.0,4.069696471941786
1332,25.0,1.0,0.0075,2.875,3.0,2.3097689959496157
1333,25.0,1.0,0.0075,2.875,4.0,4.90233260637117
1334,25.0,1.0,0.0075,2.875,5.0,4.7764195101873295
1335,25.0,1.0,0.0075,5.25,1.0,7.70157433551694
1336,25.0,1.0,0.0075,5.25,2.0,11.012976623521382
1337,25.0,1.0,0.0075,5.25,3.0,7.218903143451049
1338,25.0,1.0,0.0075,5.25,4.0,5.450885335282827
1339,25.0,1.0,0.0075,5.25,5.0,6.963861269707168
1340,25.0,1.0,0.0075,7.625,1.0,10.194862906420305
1341,25.0,1.0,0.0075,7.625,2.0,11.434527531572758
1342,25.0,1.0,0.0075,7.625,3.0,8.728842367691286
1343,25.0,1.0,0.0075,7.625,4.0,10.039894730385136
1344,25.0,1.0,0.0075,7.625,5.0,4.160891822144398
1345,25.0,1.0,0.0075,10.0,1.0,9.788260478449226
1346,25.0,1.0,0.0075,10.0,2.0,7.6974569747046475
1347,25.0,1.0,0.0075,10.0,3.0,10.298404506115569
1348,25.0,1.0,0.0075,10.0,4.0,6.504394217527673
1349,25.0,1.0,0.0075,10.0,5.0,6.111943835137945
1350,25.0,1.0,0.01,0.5,1.0,1.214174214389622
1351,25.0,1.0,0.01,0.5,2.0,0.5216769588241436
1352,25.0,1.0,0.01,0.5,3.0,0.7381039984949801
1353,25.0,1.0,0.01,0.5,4.0,0.5824183703052959
1354,25.0,1.0,0.01,0.5,5.0,0.42035464523815824
1355,25.0,1.0,0.01,2.875,1.0,10.318250371783162
1356,25.0,1.0,0.01,2.875,2.0,4.661460440590818
1357,25.0,1.0,0.01,2.875,3.0,3.6206348174997203
1358,25.0,1.0,0.01,2.875,4.0,4.623512597400908
1359,25.0,1.0,0.01,2.875,5.0,6.429291992082073
1360,25.0,1.0,0.01,5.25,1.0,10.829594156953684
1361,25.0,1.0,0.01,5.25,2.0,9.811396343044482
1362,25.0,1.0,0.01,5.25,3.0,5.25597127379796
1363,25.0,1.0,0.01,5.25,4.0,6.90067647140785
1364,25.0,1.0,0.01,5.25,5.0,8.851697065683695
1365,25.0,1.0,0.01,7.625,1.0,11.077210241489075
1366,25.0,1.0,0.01,7.625,2.0,12.39690444550622
1367,25.0,1.0,0.01,7.625,3.0,7.817330452850679
1368,25.0,1.0,0.01,7.625,4.0,12.344658198676857
1369,25.0,1.0,0.01,7.625,5.0,5.497842169306116
1370,25.0,1.0,0.01,10.0,1.0,9.080214528176924
1371,25.0,1.0,0.01,10.0,2.0,6.475782868916819
1372,25.0,1.0,0.01,10.0,3.0,9.199657629372613
1373,25.0,1.0,0.01,10.0,4.0,9.572782054965481
1374,25.0,1.0,0.01,10.0,5.0,8.546201298498023
1375,25.0,10.0,0.0,0.5,1.0,6.542052473529914
1376,25.0,10.0,0.0,0.5,2.0,6.523685299551458
1377,25.0,10.0,0.0,0.5,3.0,6.554633356951056
1378,25.0,10.0,0.0,0.5,4.0,6.171085818621902
1379,25.0,10.0,0.0,0.5,5.0,3.5010861510669535
1380,25.0,10.0,0.0,2.875,1.0,18.083059374637152
1381,25.0,10.0,0.0,2.875,2.0,15.262376164918418
1382,25.0,10.0,0.0,2.875,3.0,8.328747402544629
1383,25.0,10.0,0.0,2.875,4.0,8.668709523426779
1384,25.0,10.0,0.0,2.875,5.0,17.525676506362895
1385,25.0,10.0,0.0,5.25,1.0,13.246496473524427
1386,25.0,10.0,0.0,5.25,2.0,12.004825444668814
1387,25.0,10.0,0.0,5.25,3.0,16.050683313775266
1388,25.0,10.0,0.0,5.25,4.0,15.466884959200902
1389,25.0,10.0,0.0,5.25,5.0,12.141966878506675
1390,25.0,10.0,0.0,7.625,1.0,15.918379105681861
1391,25.0,10.0,0.0,7.625,2.0,17.632698389194193
1392,25.0,10.0,0.0,7.625,3.0,14.526804995172014
1393,25.0,10.0,0.0,7.625,4.0,9.424718411559276
1394,25.0,10.0,0.0,7.625,5.0,12.390664887908391
1395,25.0,10.0,0.0,10.0,1.0,6.436352339750026
1396,25.0,10.0,0.0,10.0,2.0,14.42824040893851
1397,25.0,10.0,0.0,10.0,3.0,8.494932512793394
1398,25.0,10.0,0.0,10.0,4.0,20.268974315945126
1399,25.0,10.0,0.0,10.0,5.0,8.123368879661081
1400,25.0,10.0,0.0025,0.5,1.0,6.417621070954928
1401,25.0,10.0,0.0025,0.5,2.0,6.65950910500693
1402,25.0,10.0,0.0025,0.5,3.0,5.208050856101406
1403,25.0,10.0,0.0025,0.5,4.0,4.641228987896286
1404,25.0,10.0,0.0025,0.5,5.0,4.574263273945108
1405,25.0,10.0,0.0025,2.875,1.0,10.640953042297337
1406,25.0,10.0,0.0025,2.875,2.0,13.388193510403976
1407,25.0,10.0,0.0025,2.875,3.0,12.794814110925689
1408,25.0,10.0,0.0025,2.875,4.0,10.944602321201907
1409,25.0,10.0,0.0025,2.875,5.0,10.645461480564958
1410,25.0,10.0,0.0025,5.25,1.0,22.831164397223247
1411,25.0,10.0,0.0025,5.25,2.0,17.904399933267396
1412,25.0,10.0,0.0025,5.25,3.0,11.304212522489284
1413,25.0,10.0,0.0025,5.25,4.0,10.680512173537105
1414,25.0,10.0,0.0025,5.25,5.0,14.707350044389766
1415,25.0,10.0,0.0025,7.625,1.0,15.45288459000094
1416,25.0,10.0,0.0025,7.625,2.0,9.475555461724328
1417,25.0,10.0,0.0025,7.625,3.0,14.123496765807957
1418,25.0,10.0,0.0025,7.625,4.0,14.675743685854178
1419,25.0,10.0,0.0025,7.625,5.0,10.747097868758116
1420,25.0,10.0,0.0025,10.0,1.0,20.75574953525946
1421,25.0,10.0,0.0025,10.0,2.0,8.156706460778102
1422,25.0,10.0,0.0025,10.0,3.0,12.489610534532613
1423,25.0,10.0,0.0025,10.0,4.0,12.674532155901236
1424,25.0,10.0,0.0025,10.0,5.0,9.769659408346325
1425,25.0,10.0,0.005,0.5,1.0,5.419535597135614
1426,25.0,10.0,0.005,0.5,2.0,6.456678284217494
1427,25.0,10.0,0.005,0.5,3.0,6.707474536818919
1428,25.0,10.0,0.005,0.5,4.0,4.720096666763045
1429,25.0,10.0,0.005,0.5,5.0,4.8301442806736
1430,25.0,10.0,0.005,2.875,1.0,9.351213584766352
1431,25.0,10.0,0.005,2.875,2.0,15.68531146789575
1432,25.0,10.0,0.005,2.875,3.0,10.691126527677646
1433,25.0,10.0,0.005,2.875,4.0,9.78058098995503
1434,25.0,10.0,0.005,2.875,5.0,13.203061189287746
1435,25.0,10.0,0.005,5.25,1.0,8.296883347865437
1436,25.0,10.0,0.005,5.25,2.0,15.386104091602927
1437,25.0,10.0,0.005,5.25,3.0,12.61730853526614
1438,25.0,10.0,0.005,5.25,4.0,12.70272743107951
1439,25.0,10.0,0.005,5.25,5.0,12.082810968056004
1440,25.0,10.0,0.005,7.625,1.0,12.242685939048831
1441,25.0,10.0,0.005,7.625,2.0,10.348316788991493
1442,25.0,10.0,0.005,7.625,3.0,23.103525328963705
1443,25.0,10.0,0.005,7.625,4.0,15.720032433774378
1444,25.0,10.0,0.005,7.625,5.0,15.54431036434785
1445,25.0,10.0,0.005,10.0,1.0,10.325936293500392
1446,25.0,10.0,0.005,10.0,2.0,14.93460895064348
1447,25.0,10.0,0.005,10.0,3.0,12.209492740511813
1448,25.0,10.0,0.005,10.0,4.0,12.254137125496566
1449,25.0,10.0,0.005,10.0,5.0,12.095488187669869
1450,25.0,10.0,0.0075,0.5,1.0,6.1971578292137375
1451,25.0,10.0,0.0075,0.5,2.0,7.027489509818627
1452,25.0,10.0,0.0075,0.5,3.0,4.779534680856861
1453,25.0,10.0,0.0075,0.5,4.0,7.003959179705079
1454,25.0,10.0,0.0075,0.5,5.0,5.11562226893877
1455,25.0,10.0,0.0075,2.875,1.0,9.582664404537372
1456,25.0,10.0,0.0075,2.875,2.0,11.761228988772567
1457,25.0,10.0,0.0075,2.875,3.0,8.852189403221654
1458,25.0,10.0,0.0075,2.875,4.0,12.842448224830894
1459,25.0,10.0,0.0075,2.875,5.0,14.56305952665773
1460,25.0,10.0,0.0075,5.25,1.0,11.881049547703567
1461,25.0,10.0,0.0075,5.25,2.0,16.81462937505527
1462,25.0,10.0,0.0075,5.25,3.0,10.96235257743108
1463,25.0,10.0,0.0075,5.25,4.0,15.14520368681859
1464,25.0,10.0,0.0075,5.25,5.0,10.83026458469219
1465,25.0,10.0,0.0075,7.625,1.0,11.383240251967912
1466,25.0,10.0,0.0075,7.625,2.0,25.48587887429046
1467,25.0,10.0,0.0075,7.625,3.0,12.742006696879054
1468,25.0,10.0,0.0075,7.625,4.0,11.987122099364324
1469,25.0,10.0,0.0075,7.625,5.0,10.86950902835531
1470,25.0,10.0,0.0075,10.0,1.0,13.880471343272571
1471,25.0,10.0,0.0075,10.0,2.0,11.866615883709525
1472,25.0,10.0,0.0075,10.0,3.0,14.47128947339136
1473,25.0,10.0,0.0075,10.0,4.0,16.70554055625175
1474,25.0,10.0,0.0075,10.0,5.0,13.333303278774133
1475,25.0,10.0,0.01,0.5,1.0,5.824765657947233
1476,25.0,10.0,0.01,0.5,2.0,5.74974480408355
1477,25.0,10.0,0.01,0.5,3.0,5.273087696357169
1478,25.0,10.0,0.01,0.5,4.0,4.735228591463586
1479,25.0,10.0,0.01,0.5,5.0,5.878129400431039
1480,25.0,10.0,0.01,2.875,1.0,17.830188014317052
1481,25.0,10.0,0.01,2.875,2.0,12.669984072339659
1482,25.0,10.0,0.01,2.875,3.0,10.967228096160996
1483,25.0,10.0,0.01,2.875,4.0,13.021929058603595
1484,25.0,10.0,0.01,2.875,5.0,13.263466573885342
1485,25.0,10.0,0.01,5.25,1.0,16.25408942783462
1486,25.0,10.0,0.01,5.25,2.0,15.428081087008632
1487,25.0,10.0,0.01,5.25,3.0,18.27233050426906
1488,25.0,10.0,0.01,5.25,4.0,11.207982828380889
1489,25.0,10.0,0.01,5.25,5.0,8.313945591007512
1490,25.0,10.0,0.01,7.625,1.0,15.762878719206896
1491,25.0,10.0,0.01,7.625,2.0,14.167222281841257
1492,25.0,10.0,0.01,7.625,3.0,10.83969504233955
1493,25.0,10.0,0.01,7.625,4.0,9.266554047832393
1494,25.0,10.0,0.01,7.625,5.0,10.646806342025613
1495,25.0,10.0,0.01,10.0,1.0,11.290632655556331
1496,25.0,10.0,0.01,10.0,2.0,11.041105297012873
1497,25.0,10.0,0.01,10.0,3.0,17.646689033205973
1498,25.0,10.0,0.01,10.0,4.0,9.152874014345658
1499,25.0,10.0,0.01,10.0,5.0,8.398590231801961
1500,25.0,100.0,0.0,0.5,1.0,7.292956735506041
1501,25.0,100.0,0.0,0.5,2.0,8.917121347836744
1502,25.0,100.0,0.0,0.5,3.0,9.04350637634997
1503,25.0,100.0,0.0,0.5,4.0,7.687279516929252
1504,25.0,100.0,0.0,0.5,5.0,8.007737625289778
1505,25.0,100.0,0.0,2.875,1.0,12.642993599108888
1506,25.0,100.0,0.0,2.875,2.0,18.353927748186734
1507,25.0,100.0,0.0,2.875,3.0,8.213587745848029
1508,25.0,100.0,0.0,2.875,4.0,11.571347391187121
1509,25.0,100.0,0.0,2.875,5.0,14.113178923357186
1510,25.0,100.0,0.0,5.25,1.0,19.985350056553585
1511,25.0,100.0,0.0,5.25,2.0,16.749964950923534
1512,25.0,100.0,0.0,5.25,3.0,19.354887435055826
1513,25.0,100.0,0.0,5.25,4.0,23.082337343247588
1514,25.0,100.0,0.0,5.25,5.0,9.66994910431827
1515,25.0,100.0,0.0,7.625,1.0,21.756989554872327
1516,25.0,100.0,0.0,7.625,2.0,15.401693313735425
1517,25.0,100.0,0.0,7.625,3.0,14.93920568659755
1518,25.0,100.0,0.0,7.625,4.0,10.050824297909863
1519,25.0,100.0,0.0,7.625,5.0,10.524616669134376
1520,25.0,100.0,0.0,10.0,1.0,18.786985294951684
1521,25.0,100.0,0.0,10.0,2.0,10.531987108392116
1522,25.0,100.0,0.0,10.0,3.0,11.3635063476635
1523,25.0,100.0,0.0,10.0,4.0,16.183391723907086
1524,25.0,100.0,0.0,10.0,5.0,10.192343483691221
1525,25.0,100.0,0.0025,0.5,1.0,7.836628537429389
1526,25.0,100.0,0.0025,0.5,2.0,7.58410847619311
1527,25.0,100.0,0.0025,0.5,3.0,8.872565246709508
1528,25.0,100.0,0.0025,0.5,4.0,5.67148768513133
1529,25.0,100.0,0.0025,0.5,5.0,6.034350021528211
1530,25.0,100.0,0.0025,2.875,1.0,13.327114657802952
1531,25.0,100.0,0.0025,2.875,2.0,11.870305136513199
1532,25.0,100.0,0.0025,2.875,3.0,8.055857245198592
1533,25.0,100.0,0.0025,2.875,4.0,11.950408040768988
1534,25.0,100.0,0.0025,2.875,5.0,10.998277400090192
1535,25.0,100.0,0.0025,5.25,1.0,24.42405865655035
1536,25.0,100.0,0.0025,5.25,2.0,12.852573756458517
1537,25.0,100.0,0.0025,5.25,3.0,17.712331472370316
1538,25.0,100.0,0.0025,5.25,4.0,7.368626073242886
1539,25.0,100.0,0.0025,5.25,5.0,11.051771402617739
1540,25.0,100.0,0.0025,7.625,1.0,12.81964879105916
1541,25.0,100.0,0.0025,7.625,2.0,11.325086745107528
1542,25.0,100.0,0.0025,7.625,3.0,11.614297006296638
1543,25.0,100.0,0.0025,7.625,4.0,11.112774554677397
1544,25.0,100.0,0.0025,7.625,5.0,10.608909066222127
1545,25.0,100.0,0.0025,10.0,1.0,14.646272256371535
1546,25.0,100.0,0.0025,10.0,2.0,7.860511289791385
1547,25.0,100.0,0.0025,10.0,3.0,12.107739605510519
1548,25.0,100.0,0.0025,10.0,4.0,8.272048801011518
1549,25.0,100.0,0.0025,10.0,5.0,12.092264854462359
1550,25.0,100.0,0.005,0.5,1.0,9.037727993982042
1551,25.0,100.0,0.005,0.5,2.0,7.698454497742899
1552,25.0,100.0,0.005,0.5,3.0,8.392387918889826
1553,25.0,100.0,0.005,0.5,4.0,6.600729906680256
1554,25.0,100.0,0.005,0.5,5.0,6.926773421835288
1555,25.0,100.0,0.005,2.875,1.0,9.656543569737703
1556,25.0,100.0,0.005,2.875,2.0,13.970176321948747
1557,25.0,100.0,0.005,2.875,3.0,16.530701271356293
1558,25.0,100.0,0.005,2.875,4.0,14.226909646897775
1559,25.0,100.0,0.005,2.875,5.0,13.5019651224351
1560,25.0,100.0,0.005,5.25,1.0,16.992729496359
1561,25.0,100.0,0.005,5.25,2.0,11.590360159554134
1562,25.0,100.0,0.005,5.25,3.0,21.004380384394512
1563,25.0,100.0,0.005,5.25,4.0,15.713511014992957
1564,25.0,100.0,0.005,5.25,5.0,13.474593280813925
1565,25.0,100.0,0.005,7.625,1.0,15.140530207980888
1566,25.0,100.0,0.005,7.625,2.0,11.321311729164098
1567,25.0,100.0,0.005,7.625,3.0,12.72428016473149
1568,25.0,100.0,0.005,7.625,4.0,14.787681864874605
1569,25.0,100.0,0.005,7.625,5.0,7.421831312739701
1570,25.0,100.0,0.005,10.0,1.0,15.428847841439037
1571,25.0,100.0,0.005,10.0,2.0,11.299149871699296
1572,25.0,100.0,0.005,10.0,3.0,11.14688735993051
1573,25.0,100.0,0.005,10.0,4.0,9.521067407320452
1574,25.0,100.0,0.005,10.0,5.0,11.349538257519654
1575,25.0,100.0,0.0075,0.5,1.0,7.393493743501873
1576,25.0,100.0,0.0075,0.5,2.0,9.794048381612688
1577,25.0,100.0,0.0075,0.5,3.0,7.95899944787372
1578,25.0,100.0,0.0075,0.5,4.0,8.640017177701477
1579,25.0,100.0,0.0075,0.5,5.0,7.960506665635897
1580,25.0,100.0,0.0075,2.875,1.0,12.011959440962825
1581,25.0,100.0,0.0075,2.875,2.0,15.087625829623992
1582,25.0,100.0,0.0075,2.875,3.0,14.042129571015597
1583,25.0,100.0,0.0075,2.875,4.0,9.578708986538093
1584,25.0,100.0,0.0075,2.875,5.0,11.00577166935412
1585,25.0,100.0,0.0075,5.25,1.0,13.923711290745251
1586,25.0,100.0,0.0075,5.25,2.0,17.21675615885263
1587,25.0,100.0,0.0075,5.25,3.0,14.28306707253075
1588,25.0,100.0,0.0075,5.25,4.0,13.517417657846181
1589,25.0,100.0,0.0075,5.25,5.0,11.732109927236516
1590,25.0,100.0,0.0075,7.625,1.0,11.100889478208751
1591,25.0,100.0,0.0075,7.625,2.0,12.095740513186943
1592,25.0,100.0,0.0075,7.625,3.0,10.666982553442416
1593,25.0,100.0,0.0075,7.625,4.0,13.908986104535284
1594,25.0,100.0,0.0075,7.625,5.0,18.43487193950056
1595,25.0,100.0,0.0075,10.0,1.0,15.388834079453702
1596,25.0,100.0,0.0075,10.0,2.0,8.743764085138983
1597,25.0,100.0,0.0075,10.0,3.0,14.025846347621414
1598,25.0,100.0,0.0075,10.0,4.0,11.82990047140809
1599,25.0,100.0,0.0075,10.0,5.0,15.917396943399265
1600,25.0,100.0,0.01,0.5,1.0,6.746275610208865
1601,25.0,100.0,0.01,0.5,2.0,8.129722351737142
1602,25.0,100.0,0.01,0.5,3.0,8.348752969450484
1603,25.0,100.0,0.01,0.5,4.0,6.0002926680601
1604,25.0,100.0,0.01,0.5,5.0,4.898788588992001
1605,25.0,100.0,0.01,2.875,1.0,11.315767339659665
1606,25.0,100.0,0.01,2.875,2.0,11.072368142331262
1607,25.0,100.0,0.01,2.875,3.0,12.634633426956064
1608,25.0,100.0,0.01,2.875,4.0,9.467277543603911
1609,25.0,100.0,0.01,2.875,5.0,16.533118117303918
1610,25.0,100.0,0.01,5.25,1.0,13.955844314692683
1611,25.0,100.0,0.01,5.25,2.0,10.664112652005423
1612,25.0,100.0,0.01,5.25,3.0,12.395128400313956
1613,25.0,100.0,0.01,5.25,4.0,12.281027211811015
1614,25.0,100.0,0.01,5.25,5.0,12.738574641465236
1615,25.0,100.0,0.01,7.625,1.0,20.997912367754473
1616,25.0,100.0,0.01,7.625,2.0,15.93829957930897
1617,25.0,100.0,0.01,7.625,3.0,12.880591375806205
1618,25.0,100.0,0.01,7.625,4.0,8.423422944741683
1619,25.0,100.0,0.01,7.625,5.0,16.07736399117762
1620,25.0,100.0,0.01,10.0,1.0,22.799502013830576
1621,25.0,100.0,0.01,10.0,2.0,11.391469815330868
1622,25.0,100.0,0.01,10.0,3.0,14.276544626600437
1623,25.0,100.0,0.01,10.0,4.0,18.122142973164195
1624,25.0,100.0,0.01,10.0,5.0,16.592590779599924
1625,25.0,1000.0,0.0,0.5,1.0,5.694882672973817
1626,25.0,1000.0,0.0,0.5,2.0,9.406387276803299
1627,25.0,1000.0,0.0,0.5,3.0,7.748350636685669
1628,25.0,1000.0,0.0,0.5,4.0,6.9962720383444195
1629,25.0,1000.0,0.0,0.5,5.0,6.317576407227759
1630,25.0,1000.0,0.0,2.875,1.0,7.945665551820237
1631,25.0,1000.0,0.0,2.875,2.0,7.2947850798828515
1632,25.0,1000.0,0.0,2.875,3.0,13.844311762874844
1633,25.0,1000.0,0.0,2.875,4.0,11.557131021329148
1634,25.0,1000.0,0.0,2.875,5.0,15.700079539886309
1635,25.0,1000.0,0.0,5.25,1.0,9.850539356228984
1636,25.0,1000.0,0.0,5.25,2.0,10.497099711544122
1637,25.0,1000.0,0.0,5.25,3.0,13.59117211367931
1638,25.0,1000.0,0.0,5.25,4.0,8.627318659143612
1639,25.0,1000.0,0.0,5.25,5.0,12.475482231283923
1640,25.0,1000.0,0.0,7.625,1.0,15.774706422112828
1641,25.0,1000.0,0.0,7.625,2.0,17.408589279391506
1642,25.0,1000.0,0.0,7.625,3.0,11.751650046814166
1643,25.0,1000.0,0.0,7.625,4.0,14.566694603213687
1644,25.0,1000.0,0.0,7.625,5.0,15.172470675839161
1645,25.0,1000.0,0.0,10.0,1.0,21.48207260542612
1646,25.0,1000.0,0.0,10.0,2.0,7.969541683738713
1647,25.0,1000.0,0.0,10.0,3.0,11.612619142278202
1648,25.0,1000.0,0.0,10.0,4.0,15.28126732694964
1649,25.0,1000.0,0.0,10.0,5.0,12.520070285224886
1650,25.0,1000.0,0.0025,0.5,1.0,12.426830657790973
1651,25.0,1000.0,0.0025,0.5,2.0,7.813022484476031
1652,25.0,1000.0,0.0025,0.5,3.0,7.001882687953267
1653,25.0,1000.0,0.0025,0.5,4.0,6.851103483971781
1654,25.0,1000.0,0.0025,0.5,5.0,6.828808345421469
1655,25.0,1000.0,0.0025,2.875,1.0,11.952203612164315
1656,25.0,1000.0,0.0025,2.875,2.0,12.073752638805614
1657,25.0,1000.0,0.0025,2.875,3.0,17.741774970202705
1658,25.0,1000.0,0.0025,2.875,4.0,15.25603934460078
1659,25.0,1000.0,0.0025,2.875,5.0,9.576884618669684
1660,25.0,1000.0,0.0025,5.25,1.0,8.594150537584024
1661,25.0,1000.0,0.0025,5.25,2.0,11.022574324229327
1662,25.0,1000.0,0.0025,5.25,3.0,7.677651563081289
1663,25.0,1000.0,0.0025,5.25,4.0,12.674890684610391
1664,25.0,1000.0,0.0025,5.25,5.0,10.414869629165052
1665,25.0,1000.0,0.0025,7.625,1.0,20.93310852993488
1666,25.0,1000.0,0.0025,7.625,2.0,12.25514615308706
1667,25.0,1000.0,0.0025,7.625,3.0,14.363187271923087
1668,25.0,1000.0,0.0025,7.625,4.0,12.941768442342482
1669,25.0,1000.0,0.0025,7.625,5.0,13.169735356682926
1670,25.0,1000.0,0.0025,10.0,1.0,12.882727138829853
1671,25.0,1000.0,0.0025,10.0,2.0,11.89980670502268
1672,25.0,1000.0,0.0025,10.0,3.0,13.52804160553806
1673,25.0,1000.0,0.0025,10.0,4.0,14.481290780240636
1674,25.0,1000.0,0.0025,10.0,5.0,11.583279479859629
1675,25.0,1000.0,0.005,0.5,1.0,7.754661957330759
1676,25.0,1000.0,0.005,0.5,2.0,8.004936686757521
1677,25.0,1000.0,0.005,0.5,3.0,7.893146374391604
1678,25.0,1000.0,0.005,0.5,4.0,7.979639910546884
1679,25.0,1000.0,0.005,0.5,5.0,4.830272779082049
1680,25.0,1000.0,0.005,2.875,1.0,19.760895337869254
1681,25.0,1000.0,0.005,2.875,2.0,12.582038420406068
1682,25.0,1000.0,0.005,2.875,3.0,14.597664026423322
1683,25.0,1000.0,0.005,2.875,4.0,13.682127644852807
1684,25.0,1000.0,0.005,2.875,5.0,14.530371038233536
1685,25.0,1000.0,0.005,5.25,1.0,17.206606566940458
1686,25.0,1000.0,0.005,5.25,2.0,12.554538639589934
1687,25.0,1000.0,0.005,5.25,3.0,8.183021918236308
1688,25.0,1000.0,0.005,5.25,4.0,6.375310352884087
1689,25.0,1000.0,0.005,5.25,5.0,13.322804946546512
1690,25.0,1000.0,0.005,7.625,1.0,15.952867904920652
1691,25.0,1000.0,0.005,7.625,2.0,12.136555193536928
1692,25.0,1000.0,0.005,7.625,3.0,17.21176995845358
1693,25.0,1000.0,0.005,7.625,4.0,13.473872381041426
1694,25.0,1000.0,0.005,7.625,5.0,11.382874131016411
1695,25.0,1000.0,0.005,10.0,1.0,18.405767694473305
1696,25.0,1000.0,0.005,10.0,2.0,11.211909309556624
1697,25.0,1000.0,0.005,10.0,3.0,16.80062643629034
1698,25.0,1000.0,0.005,10.0,4.0,21.280393401203522
1699,25.0,1000.0,0.005,10.0,5.0,11.116650831256242
1700,25.0,1000.0,0.0075,0.5,1.0,8.594432578391926
1701,25.0,1000.0,0.0075,0.5,2.0,8.182333795547983
1702,25.0,1000.0,0.0075,0.5,3.0,6.5204497495969616
1703,25.0,1000.0,0.0075,0.5,4.0,8.168034223629485
1704,25.0,1000.0,0.0075,0.5,5.0,5.909359507041214
1705,25.0,1000.0,0.0075,2.875,1.0,15.989581605129297
1706,25.0,1000.0,0.0075,2.875,2.0,14.759123762829768
1707,25.0,1000.0,0.0075,2.875,3.0,12.996001358296217
1708,25.0,1000.0,0.0075,2.875,4.0,17.70808192250987
1709,25.0,1000.0,0.0075,2.875,5.0,9.27696966964059
1710,25.0,1000.0,0.0075,5.25,1.0,19.88057521877691
1711,25.0,1000.0,0.0075,5.25,2.0,11.623078586538112
1712,25.0,1000.0,0.0075,5.25,3.0,11.77838735114811
1713,25.0,1000.0,0.0075,5.25,4.0,15.279509856227765
1714,25.0,1000.0,0.0075,5.25,5.0,9.631981085433146
1715,25.0,1000.0,0.0075,7.625,1.0,17.027612005549862
1716,25.0,1000.0,0.0075,7.625,2.0,7.859121921096782
1717,25.0,1000.0,0.0075,7.625,3.0,14.39683786121503
1718,25.0,1000.0,0.0075,7.625,4.0,6.624145299875823
1719,25.0,1000.0,0.0075,7.625,5.0,15.08685647000812
1720,25.0,1000.0,0.0075,10.0,1.0,14.85743332873157
1721,25.0,1000.0,0.0075,10.0,2.0,11.557953334364361
1722,25.0,1000.0,0.0075,10.0,3.0,12.25000194893733
1723,25.0,1000.0,0.0075,10.0,4.0,12.281131803433707
1724,25.0,1000.0,0.0075,10.0,5.0,13.50535626838012
1725,25.0,1000.0,0.01,0.5,1.0,5.089195977441176
1726,25.0,1000.0,0.01,0.5,2.0,9.550403233311217
1727,25.0,1000.0,0.01,0.5,3.0,6.006334935053515
1728,25.0,1000.0,0.01,0.5,4.0,6.625466411947532
1729,25.0,1000.0,0.01,0.5,5.0,8.97269874214023
1730,25.0,1000.0,0.01,2.875,1.0,18.733403317881287
1731,25.0,1000.0,0.01,2.875,2.0,16.0077306629424
1732,25.0,1000.0,0.01,2.875,3.0,12.168934715660146
1733,25.0,1000.0,0.01,2.875,4.0,16.584799192720403
1734,25.0,1000.0,0.01,2.875,5.0,13.34982131259611
1735,25.0,1000.0,0.01,5.25,1.0,14.858402016845394
1736,25.0,1000.0,0.01,5.25,2.0,12.135823902562718
1737,25.0,1000.0,0.01,5.25,3.0,11.317533741745365
1738,25.0,1000.0,0.01,5.25,4.0,12.790536317115556
1739,25.0,1000.0,0.01,5.25,5.0,11.959671504435477
1740,25.0,1000.0,0.01,7.625,1.0,13.04772811531887
1741,25.0,1000.0,0.01,7.625,2.0,9.637582067859208
1742,25.0,1000.0,0.01,7.625,3.0,13.68194968508747
1743,25.0,1000.0,0.01,7.625,4.0,10.355792891761968
1744,25.0,1000.0,0.01,7.625,5.0,11.250699096841206
1745,25.0,1000.0,0.01,10.0,1.0,15.634756610999535
1746,25.0,1000.0,0.01,10.0,2.0,12.152062115841725
1747,25.0,1000.0,0.01,10.0,3.0,12.322259217064689
1748,25.0,1000.0,0.01,10.0,4.0,15.304123693209235
1749,25.0,1000.0,0.01,10.0,5.0,8.785836426931674
1750,25.0,10000.0,0.0,0.5,1.0,6.027202589862129
1751,25.0,10000.0,0.0,0.5,2.0,6.736720602707761
1752,25.0,10000.0,0.0,0.5,3.0,7.327334901770747
1753,25.0,10000.0,0.0,0.5,4.0,7.371916626055284
1754,25.0,10000.0,0.0,0.5,5.0,7.012904599228411
1755,25.0,10000.0,0.0,2.875,1.0,19.60457680822677
1756,25.0,10000.0,0.0,2.875,2.0,18.851412217975085
1757,25.0,10000.0,0.0,2.875,3.0,18.66774600013442
1758,25.0,10000.0,0.0,2.875,4.0,12.180274868715866
1759,25.0,10000.0,0.0,2.875,5.0,13.116795756444656
1760,25.0,10000.0,0.0,5.25,1.0,10.105005303188847
1761,25.0,10000.0,0.0,5.25,2.0,13.551517470829614
1762,25.0,10000.0,0.0,5.25,3.0,15.249764142555994
1763,25.0,10000.0,0.0,5.25,4.0,14.500514703399073
1764,25.0,10000.0,0.0,5.25,5.0,10.394580880332091
1765,25.0,10000.0,0.0,7.625,1.0,11.642449082066861
1766,25.0,10000.0,0.0,7.625,2.0,10.652573331940326
1767,25.0,10000.0,0.0,7.625,3.0,22.059167919192163
1768,25.0,10000.0,0.0,7.625,4.0,12.358260190516242
1769,25.0,10000.0,0.0,7.625,5.0,11.115244606364932
1770,25.0,10000.0,0.0,10.0,1.0,15.080704435685623
